Name	Level	School	Ritual	Casting Time	Range	Verbal	Somatic	Material	Materials	Concentration	Duration	Classes	Description
"Major Image"	"3"	"illusion"	"False"	"1 action"	"120 feet"	"True"	"True"	"True"	"A bit of fleece"	"True"	"Up to 10 minutes"	"Bard, Sorcerer, Warlock, Wizard"	"You create the image of an object, a creature, or some other visible phenomenon that is no larger than a 20-foot cube. The image appears at a spot that you can see within range and lasts for the Duration. It seems completely real, including Sounds, smells, and temperature appropriate to the thing depicted. You can't create sufficient heat or cold to cause damage, a sound loud enough to deal thunder damage or deafen a creature, or a smell that might sicken a creature (like a troglodyte's stench).\n\nAs long as you are within range of the Illusion, you can use your action to cause the image to move to any other spot within range. As the image changes Location, you can alter its Appearance so that its movements appear natural for the image. For example, if you create an image of a creature and move it, you can alter the image so that it appears to be walking. Similarly, you can cause the Illusion to make different Sounds at different times, even making it carry on a conversation, for example.\n\nPhysical interaction with the image reveals it to be an Illusion, because things can pass through it. A creature that uses its action to examine the image can determine that it is an Illusion with a successful Intelligence (Investigation) check against your spell save DC. If a creature discerns the Illusion for what it is, the creature can see through the image, and its other sensory qualities become faint to the creature.\n\nAt Higher Levels: When you cast this spell using a spell slot of 6th level or higher, the spell lasts until dispelled, without requiring your Concentration."
"Mass Cure Wounds"	"5"	"evocation"	"False"	"1 action"	"60 feet"	"True"	"True"	"False"	""	"False"	"Instantaneous"	"Bard, Cleric, Druid"	"A wave of Healing energy washes out from a point of your choice within range. Choose up to six creatures in a 30-foot-radius Sphere centered on that point. Each target regains Hit Points equal to 3d8 + your Spellcasting Ability modifier. This spell has no Effect on Undead or Constructs.\n\nAt Higher Levels: When you cast this spell using a spell slot of 6th level or higher, the Healing increases by 1d8 for each slot level above 5th."
"Mass Heal"	"9"	"evocation"	"False"	"1 action"	"60 feet"	"True"	"True"	"False"	""	"False"	"Instantaneous"	"Cleric"	"A flood of Healing energy flows from you into injured creatures around you. You restore up to 700 Hit Points, divided as you choose among any number of creatures that you can see within range. Creatures healed by this spell are also cured of all Diseases and any Effect making them Blinded or Deafened. This spell has no Effect on Undead or Constructs."
"Mass Healing Word"	"3"	"evocation"	"False"	"1 bonus action"	"60 feet"	"True"	"False"	"False"	""	"False"	"Instantaneous"	"Cleric"	"As you call out words of restoration, up to six creatures of your choice that you can see within range regain Hit Points equal to 1d4 + your Spellcasting Ability modifier. This spell has no Effect on Undead or Constructs.\n\nAt Higher Levels: When you cast this spell using a spell slot of 4th Level or higher, the Healing increases by 1d4 for each slot level above 3rd."
"Mass Suggestion"	"6"	"enchantment"	"False"	"1 action"	"60 feet"	"True"	"False"	"True"	"A snake’s tongue and either a bit of honeycomb or a drop of sweet oil"	"False"	"24 hours"	"Bard, Sorcerer, Warlock, Wizard"	"You suggest a course of activity (limited to a sentence or two) and magically Influence up to twelve creatures of your choice that you can see within range and that can hear and understand you. Creatures that can't be Charmed are immune to this Effect. The Suggestion must be worded in such a manner as to make the course of action sound reasonable. Asking the creature to stab itself, throw itself onto a spear, immolate itself, or do some other obviously harmful act automatically negates the Effect of the spell.\n\nEach target must make a Wisdom saving throw. On a failed save, it pursues the course of action you described to the best of its ability. The suggested course of action can continue for the entire Duration. If the suggested activity can be completed in a shorter time, the spell ends when the subject finishes what it was asked to do.\n\nYou can also specify Conditions that will trigger a Special activity during the Duration. For example, you might suggest that a group of soldiers give all their money to the first Beggar they meet. If the condition isn't met before the spell ends, the activity isn't performed.\n\nIf you or any of your companions damage a creature affected by this spell, the spell ends for that creature.\n\nAt Higher Levels: When you cast this spell using a 7th-level spell slot, the Duration is 10 days. When you use an 8th-level spell slot, the Duration is 30 days. When you use a 9th-level spell slot, the Duration is a year and a day."
"Maze"	"8"	"conjuration"	"False"	"1 action"	"60 feet"	"True"	"True"	"False"	""	"True"	"Up to 10 minutes"	"Wizard"	"You banish a creature that you can see within range into a labyrinthine Demiplane. The target remains there for the Duration or until it escapes the maze.\n\nThe target can use its action to attempt to Escape. When it does so, it makes a DC 20 Intelligence check. If it succeeds, it escapes, and the spell ends (a Minotaur or Goristro demon automatically succeeds).\n\nWhen the spell ends, the target reappears in the space it left or, if that space is occupied, in the nearest unoccupied space."
"Meld Into Stone"	"3"	"transmutation"	"True"	"1 action"	"Touch"	"True"	"True"	"False"	""	"False"	"8 hours"	"Cleric, Druid"	"You step into a stone object or surface large enough to fully contain your body, melding yourself and all the Equipment you carry with the stone for the Duration. Using your Movement, you step into the stone at a point you can touch. Nothing of your presence remains visible or otherwise detectable by nonmagical Senses.\n\nWhile merged with the stone, you can't see what occurs outside it, and any Wisdom (Perception) checks you make to hear Sounds outside it are made with disadvantage. You remain aware of the Passage of time and can cast Spells on yourself while merged in the stone. You can use your Movement to leave the stone where you entered it, which ends the spell. You otherwise can't move.\n\nMinor physical damage to the stone doesn't harm you, but its partial destruction or a change in its shape (to the extent that you no longer fit within it) expels you and deals 6d6 bludgeoning damage to you. The stone's complete destruction (or Transmutation into a different substance) expels you and deals 50 bludgeoning damage to you. If expelled, you fall prone in an unoccupied space closest to where you first entered."
"Mending"	"cantrip"	"transmutation"	"False"	"1 minute"	"Touch"	"True"	"True"	"True"	"Two lodestones"	"False"	"Instantaneous"	"Bard, Cleric, Druid, Sorcerer, Wizard"	"This spell Repairs a single break or tear in an object you touch, such as broken chain link, two halves of a broken key, a torn clack, or a leaking wineskin. As long as the break or tear is no larger than 1 foot in any dimension, you mend it, leaving no trace of the former damage.\n\nThis spell can physically repair a magic item or Construct, but the spell can't restore magic to such an object."
"Message"	"cantrip"	"transmutation"	"False"	"1 action"	"120 feet"	"True"	"True"	"True"	"A short piece of copper wire"	"False"	"1 round"	"Bard, Sorcerer, Wizard"	"You point your finger toward a creature within range and Whisper a message. The target (and only the target) hears the message and can reply in a Whisper that only you can hear.\n\nYou can cast this spell through solid Objects if you are familiar with the target and know it is beyond the barrier. Magical Silence, 1 foot of stone, 1 inch of Common metal, a thin sheet of lead, or 3 feet of wood blocks the spell. The spell doesn't have to follow a straight line and can Travel freely around corners or through openings."
"Meteor Swarm"	"9"	"evocation"	"False"	"1 action"	"1 mile"	"True"	"True"	"False"	""	"False"	"Instantaneous"	"Sorcerer, Wizard"	"Blazing orbs of fire plummet to the ground at four different points you can see within range. Each creature in a 40-foot-radius Sphere centered on each point you choose must make a Dexterity saving throw. The Sphere spreads around corners. A creature takes 20d6 fire damage and 20d6 bludgeoning damage on a failed save, or half as much damage on a successful one. A creature in the area of more than one fiery burst is affected only once.\n\nThe spell damages Objects in the area and ignites flammable Objects that aren't being worn or carried."
"Mind Blank"	"8"	"abjuration"	"False"	"1 action"	"Touch"	"True"	"True"	"False"	""	"False"	"24 hours"	"Bard, Wizard"	"Until the spell ends, one willing creature you touch is immune to psychic damage, any Effect that would sense its emotions or read its thoughts, Divination Spells, and the Charmed condition. The spell even foils wish Spells and Spells or Effects of similar power used to affect the target's mind or to gain information about the target."
